id,origin_node,destination_node,pickup_earliest,drop_off_latest
68,8817,19858,06:44,07:14
69,2735,19858,06:37,07:07
70,680,19858,07:03,07:33
71,8224,19858,07:07,07:37
72,556,19858,07:48,08:18
73,2122,19858,06:37,07:07
74,15184,19858,06:36,07:06
75,12610,19858,07:01,07:31
76,4379,19858,07:38,08:08
77,1511,19858,07:09,07:39
78,264,19858,08:50,09:20
79,1283,19858,07:40,08:10
80,20065,19858,08:08,08:38
81,22266,19858,06:53,07:23
82,10145,19858,07:07,07:37
83,11134,19858,06:58,07:28
84,15516,19858,07:48,08:18
85,21775,19858,06:34,07:04
86,9331,19858,06:47,07:17
87,5767,19858,06:59,07:29
88,7355,19858,07:40,08:10
89,3280,19858,07:44,08:14
90,12844,19858,07:55,08:25
91,2584,19858,06:58,07:28
92,15122,19858,08:06,08:36
93,18569,19858,07:18,07:48
94,13645,19858,06:46,07:16
95,21537,19858,08:45,09:15
96,17915,19858,06:32,07:02
97,11655,19858,07:58,08:28
98,727,19858,06:41,07:11
99,3732,19858,07:33,08:03
100,10914,19858,07:13,07:43
101,1726,19858,08:43,09:13
102,6241,19858,07:40,08:10
103,12523,19858,07:32,08:02
104,4089,19858,07:07,07:37
105,9303,19858,06:59,07:29
106,18299,19858,07:43,08:13
107,21553,19858,07:58,08:28
108,7091,19858,07:54,08:24
109,20524,19858,07:14,07:44
110,7808,19858,08:31,09:01
111,6652,19858,08:00,08:30
112,4638,19858,07:38,08:08
113,17770,19858,07:23,07:53
114,19692,19858,07:11,07:41
115,838,19858,07:28,07:58
116,22063,19858,06:54,07:24
117,10251,19858,08:40,09:10
118,1408,19858,07:09,07:39
119,11075,19858,07:25,07:55
120,1587,19858,06:59,07:29
121,16271,19858,06:55,07:25
122,17370,19858,08:20,08:50
123,10191,19858,07:04,07:34
124,17576,19858,07:01,07:31
125,2146,19858,08:55,09:25
126,16133,19858,06:59,07:29
127,14495,19858,08:01,08:31
128,3692,19858,07:11,07:41
129,18466,19858,08:54,09:24
130,20444,19858,07:18,07:48
131,14006,19858,06:56,07:26
132,1702,19858,07:26,07:56
133,22034,19858,08:48,09:18
134,15622,19858,07:10,07:40
135,3471,19858,06:59,07:29
136,16653,19858,08:46,09:16
137,2737,19858,07:54,08:24
138,9002,19858,07:58,08:28
139,7444,19858,07:36,08:06
140,3711,19858,06:40,07:10
141,1876,19858,06:58,07:28
142,8384,19858,07:11,07:41
143,7059,19858,07:04,07:34
144,897,19858,06:43,07:13
145,1468,19858,06:49,07:19
146,9738,19858,08:54,09:24
147,14832,19858,07:00,07:30
148,17711,19858,07:05,07:35
149,52,19858,08:02,08:32
150,1095,19858,07:54,08:24
151,8735,19858,07:38,08:08
152,21424,19858,07:40,08:10
153,14545,19858,07:44,08:14
154,790,19858,07:38,08:08
155,13078,19858,07:50,08:20
156,7123,19858,07:40,08:10
157,7759,19858,06:49,07:19
158,8951,19858,07:22,07:52
159,3287,19858,08:42,09:12
160,21507,19858,08:36,09:06
161,8358,19858,06:47,07:17
162,15507,19858,07:48,08:18
163,14548,19858,07:50,08:20
164,7115,19858,07:02,07:32
165,12018,19858,07:53,08:23
166,3475,19858,07:22,07:52
167,16406,19858,07:21,07:51
168,933,19858,07:17,07:47
169,14019,19858,07:41,08:11
170,22517,19858,07:33,08:03
171,9649,19858,08:07,08:37
172,14724,19858,08:09,08:39
173,5244,19858,07:20,07:50
174,6136,19858,08:46,09:16
175,3382,19858,08:26,08:56
176,6844,19858,08:33,09:03
177,11235,19858,08:28,08:58
178,22087,19858,06:38,07:08
179,8766,19858,08:53,09:23
180,1049,19858,07:27,07:57
181,1417,19858,07:38,08:08
182,1358,19858,09:00,09:30
183,22384,19858,06:57,07:27
184,1689,19858,07:44,08:14
185,20243,19858,07:52,08:22
186,21787,19858,06:46,07:16
187,512,19858,06:59,07:29
188,20051,19858,07:31,08:01
189,21748,19858,06:37,07:07
190,5761,19858,07:40,08:10
191,14818,19858,06:46,07:16
192,261,19858,07:25,07:55
193,11087,19858,07:05,07:35
194,5618,19858,08:36,09:06
195,22013,19858,06:58,07:28
196,1946,19858,08:23,08:53
197,1050,19858,07:33,08:03
198,16052,19858,07:18,07:48
199,9102,19858,07:42,08:12
200,1579,19858,06:35,07:05
201,55,19858,07:03,07:33
202,1607,19858,07:52,08:22
203,10712,19858,07:16,07:46
204,4632,19858,06:41,07:11
205,434,19858,08:15,08:45
206,10649,19858,08:30,09:00
207,22064,19858,07:32,08:02
208,14453,19858,06:54,07:24
209,18481,19858,08:28,08:58
210,16556,19858,08:47,09:17
211,20487,19858,07:24,07:54
212,21780,19858,08:18,08:48
213,1632,19858,07:26,07:56
214,5239,19858,08:10,08:40
215,16903,19858,06:34,07:04
216,10910,19858,08:28,08:58
217,8538,19858,06:48,07:18
218,6273,19858,07:12,07:42
219,9503,19858,06:54,07:24
220,3798,19858,07:29,07:59
221,6756,19858,07:34,08:04
222,21582,19858,07:38,08:08
223,2856,19858,07:58,08:28
224,12949,19858,06:47,07:17
225,6993,19858,08:28,08:58
226,7749,19858,06:51,07:21
227,1365,19858,07:04,07:34
228,13536,19858,07:38,08:08
229,2699,19858,07:34,08:04
230,3473,19858,06:50,07:20
231,22060,19858,07:26,07:56
232,7094,19858,07:48,08:18
233,22338,19858,08:07,08:37
234,5546,19858,08:06,08:36
235,2281,19858,08:05,08:35
236,18064,19858,06:58,07:28
237,3089,19858,07:39,08:09
238,21499,19858,07:41,08:11
239,18511,19858,06:37,07:07
240,19135,19858,07:40,08:10
241,18416,19858,06:44,07:14
242,1626,19858,06:52,07:22
243,7558,19858,06:47,07:17
244,17731,19858,07:10,07:40
245,4674,19858,07:28,07:58
246,1268,19858,08:38,09:08
247,17707,19858,07:58,08:28
248,19531,19858,06:36,07:06
249,1905,19858,07:02,07:32
250,19462,19858,07:25,07:55
251,2929,19858,07:32,08:02
252,16075,19858,07:55,08:25
253,2730,19858,08:40,09:10
254,14483,19858,08:32,09:02
255,8165,19858,06:52,07:22
256,2577,19858,07:59,08:29
257,6857,19858,07:11,07:41
258,21656,19858,08:41,09:11
259,21421,19858,07:06,07:36
260,2001,19858,08:18,08:48
261,3498,19858,07:46,08:16
262,4743,19858,08:40,09:10
263,8085,19858,07:28,07:58
264,20582,19858,08:31,09:01
265,20550,19858,07:33,08:03
266,8786,19858,08:20,08:50
267,21580,19858,07:07,07:37
268,22658,19858,07:16,07:46
269,20418,19858,07:15,07:45
270,21540,19858,07:50,08:20
271,8200,19858,08:59,09:29
272,7561,19858,08:25,08:55
273,11036,19858,07:13,07:43
274,14941,19858,07:01,07:31
275,3072,19858,07:09,07:39
276,2840,19858,06:39,07:09
277,2268,19858,07:56,08:26
278,17356,19858,08:45,09:15
279,1379,19858,07:07,07:37
280,20594,19858,07:50,08:20
281,1131,19858,07:41,08:11
282,12008,19858,07:42,08:12
283,3023,19858,08:12,08:42
284,16173,19858,06:35,07:05
285,16793,19858,06:36,07:06
286,22018,19858,08:12,08:42
287,2016,19858,07:28,07:58
288,21678,19858,09:00,09:30
289,5963,19858,07:25,07:55
290,1746,19858,07:01,07:31
291,17199,19858,07:46,08:16
292,8459,19858,07:42,08:12
293,6576,19858,08:32,09:02
294,5843,19858,06:47,07:17
295,13695,19858,07:33,08:03
296,2739,19858,07:28,07:58
297,15154,19858,07:20,07:50
298,15189,19858,07:08,07:38
299,7494,19858,07:13,07:43
300,257,19858,07:27,07:57
301,11755,19858,07:43,08:13
302,15598,19858,07:04,07:34
303,7928,19858,06:58,07:28
304,736,19858,07:20,07:50
305,19755,19858,07:38,08:08
306,18898,19858,08:48,09:18
307,2552,19858,07:43,08:13
308,11301,19858,06:49,07:19
309,20394,19858,06:43,07:13
310,9302,19858,06:48,07:18
311,21037,19858,06:39,07:09
312,1306,19858,07:43,08:13
313,22477,19858,07:17,07:47
314,4651,19858,07:28,07:58
315,1059,19858,07:28,07:58
316,9783,19858,07:46,08:16
317,4733,19858,07:34,08:04
318,19718,19858,08:32,09:02
319,1896,19858,08:36,09:06
320,15055,19858,06:37,07:07
321,16065,19858,07:30,08:00
322,6152,19858,06:48,07:18
323,6582,19858,08:35,09:05
324,19938,19858,07:52,08:22
325,6086,19858,06:56,07:26
326,13425,19858,07:34,08:04
327,20209,19858,08:32,09:02
328,10617,19858,08:58,09:28
329,7175,19858,08:25,08:55
330,1585,19858,08:16,08:46
331,6008,19858,06:38,07:08
332,18551,19858,07:56,08:26
333,22717,19858,07:03,07:33
334,22068,19858,07:32,08:02
335,3352,19858,07:14,07:44
336,242,19858,08:39,09:09
337,22303,19858,07:17,07:47
338,19235,19858,08:07,08:37
339,6040,19858,07:01,07:31
340,12389,19858,07:31,08:01
341,2578,19858,06:56,07:26
342,8273,19858,07:57,08:27
343,16275,19858,07:19,07:49
344,583,19858,07:21,07:51
345,11708,19858,07:24,07:54
346,11241,19858,07:39,08:09
347,587,19858,07:39,08:09
348,16598,19858,06:42,07:12
349,17964,19858,07:30,08:00
350,8651,19858,08:08,08:38
351,2805,19858,07:32,08:02
352,10246,19858,07:18,07:48
353,7698,19858,06:35,07:05
354,5881,19858,06:53,07:23
355,14491,19858,08:43,09:13
356,13448,19858,08:26,08:56
357,11247,19858,06:56,07:26
358,21391,19858,06:36,07:06
359,21644,19858,07:50,08:20
360,15381,19858,08:54,09:24
361,13370,19858,08:46,09:16
362,22230,19858,07:45,08:15
363,21412,19858,06:57,07:27
364,19854,19858,07:26,07:56
365,20620,19858,06:35,07:05
366,2278,19858,07:22,07:52
367,10744,19858,07:48,08:18
368,9874,19858,07:41,08:11
369,8005,19858,07:28,07:58
370,13235,19858,06:36,07:06
371,1371,19858,07:40,08:10
372,3422,19858,07:19,07:49
373,20679,19858,07:46,08:16
374,9626,19858,08:19,08:49
375,15924,19858,07:14,07:44
376,2888,19858,06:50,07:20
377,10758,19858,07:10,07:40
378,18589,19858,07:08,07:38
379,18738,19858,07:21,07:51
380,12301,19858,07:56,08:26
381,20742,19858,07:09,07:39
382,2277,19858,08:21,08:51
383,14695,19858,07:23,07:53
384,8819,19858,06:42,07:12
385,9814,19858,06:45,07:15
386,3484,19858,06:53,07:23
387,2286,19858,06:41,07:11
388,6,19858,07:19,07:49
389,13141,19858,08:22,08:52
390,10272,19858,06:58,07:28
391,462,19858,07:07,07:37
392,12452,19858,07:18,07:48
393,1489,19858,07:25,07:55
394,8378,19858,08:49,09:19
395,1272,19858,07:58,08:28
396,10307,19858,07:49,08:19
397,13516,19858,07:49,08:19
398,22459,19858,08:03,08:33
399,2032,19858,07:11,07:41
400,719,19858,06:31,07:01
401,22206,19858,07:54,08:24
402,19186,19858,07:12,07:42
403,812,19858,08:28,08:58
404,2034,19858,07:40,08:10
405,15543,19858,06:58,07:28
406,21795,19858,07:54,08:24
407,8081,19858,07:00,07:30
408,8169,19858,07:40,08:10
409,21666,19858,06:41,07:11
410,10624,19858,08:12,08:42
411,1530,19858,07:46,08:16
412,10087,19858,07:38,08:08
413,18474,19858,07:41,08:11
414,21819,19858,06:35,07:05
415,21322,19858,07:19,07:49
416,15491,19858,07:26,07:56
417,11651,19858,07:05,07:35
418,10669,19858,07:26,07:56
419,11971,19858,08:21,08:51
420,15549,19858,07:35,08:05
421,10713,19858,07:06,07:36
422,4548,19858,08:16,08:46
423,7981,19858,07:24,07:54
424,13253,19858,07:06,07:36
425,13875,19858,06:42,07:12
426,6580,19858,07:59,08:29
427,5444,19858,07:30,08:00
428,10591,19858,08:55,09:25
429,3518,19858,08:09,08:39
430,21001,19858,06:59,07:29
431,6720,19858,08:50,09:20
432,5864,19858,06:34,07:04
433,19196,19858,07:19,07:49
434,20025,19858,08:38,09:08
435,1337,19858,07:14,07:44
436,17687,19858,07:24,07:54
437,21908,19858,06:49,07:19
438,19271,19858,06:54,07:24
439,21482,19858,07:41,08:11
440,256,19858,08:37,09:07
441,22216,19858,07:04,07:34
442,21802,19858,07:25,07:55
443,19734,19858,07:44,08:14
444,2238,19858,07:47,08:17
445,9593,19858,07:11,07:41
446,10731,19858,07:17,07:47
447,2746,19858,08:50,09:20
448,3686,19858,06:31,07:01
449,10701,19858,08:59,09:29
450,16438,19858,06:30,07:00
451,4628,19858,08:45,09:15
452,15965,19858,06:59,07:29
453,8452,19858,07:56,08:26
454,3492,19858,08:10,08:40
455,16434,19858,07:59,08:29
456,17789,19858,06:37,07:07
457,12725,19858,08:04,08:34
458,10862,19858,07:49,08:19
459,14939,19858,07:05,07:35
460,14044,19858,08:02,08:32
461,2931,19858,08:02,08:32
462,11983,19858,08:12,08:42
463,19546,19858,08:21,08:51
464,1075,19858,07:42,08:12
465,8987,19858,08:28,08:58
466,1117,19858,07:11,07:41
467,8411,19858,07:38,08:08
468,21464,19858,06:57,07:27
469,22092,19858,08:02,08:32
470,19705,19858,06:42,07:12
471,16818,19858,07:14,07:44
472,2200,19858,08:37,09:07
473,14796,19858,07:02,07:32
474,12854,19858,06:39,07:09
475,7061,19858,08:42,09:12
476,9867,19858,07:52,08:22
477,10720,19858,07:59,08:29
478,9061,19858,06:36,07:06
479,8396,19858,08:45,09:15
480,5664,19858,06:49,07:19
481,15231,19858,07:37,08:07
482,22909,19858,08:07,08:37
483,3284,19858,08:34,09:04
484,13352,19858,08:16,08:46
485,22435,19858,06:58,07:28
486,2911,19858,06:48,07:18
487,158,19858,07:32,08:02
488,15107,19858,07:59,08:29
489,21410,19858,08:58,09:28
490,2769,19858,08:21,08:51
491,21739,19858,08:28,08:58
492,12683,19858,06:45,07:15
493,12002,19858,06:31,07:01
494,20737,19858,06:53,07:23
495,20870,19858,07:16,07:46
496,10280,19858,07:40,08:10
497,16251,19858,08:33,09:03
498,4335,19858,07:25,07:55
499,12656,19858,07:38,08:08
500,16912,19858,07:23,07:53
501,1516,19858,07:54,08:24
502,13838,19858,07:12,07:42
503,13573,19858,07:26,07:56
504,10533,19858,08:24,08:54
505,14995,19858,07:44,08:14
506,18471,19858,07:21,07:51
507,8021,19858,07:33,08:03
508,3748,19858,07:15,07:45
509,10210,19858,06:49,07:19
510,15939,19858,07:01,07:31
511,1833,19858,06:46,07:16
512,2994,19858,08:04,08:34
513,1372,19858,07:03,07:33
514,18772,19858,07:31,08:01
515,19671,19858,07:49,08:19
516,16458,19858,07:33,08:03
517,21939,19858,08:41,09:11
518,18438,19858,06:59,07:29
519,9502,19858,07:26,07:56
520,9792,19858,06:59,07:29
521,19663,19858,07:57,08:27
522,5230,19858,06:46,07:16
523,3647,19858,08:45,09:15
524,9337,19858,06:56,07:26
525,7951,19858,07:28,07:58
526,14714,19858,07:25,07:55
527,1317,19858,06:54,07:24
528,5023,19858,07:31,08:01
529,17533,19858,07:23,07:53
530,21899,19858,07:09,07:39
531,8253,19858,07:35,08:05
532,9135,19858,06:38,07:08
533,6116,19858,07:01,07:31
534,17441,19858,08:40,09:10
535,821,19858,06:46,07:16
536,9105,19858,08:06,08:36
537,5540,19858,07:15,07:45
538,21547,19858,08:41,09:11
539,4080,19858,08:23,08:53
540,22152,19858,07:00,07:30
541,22320,19858,08:00,08:30
542,12929,19858,07:32,08:02
543,282,19858,07:24,07:54
544,12362,19858,06:55,07:25
545,9396,19858,07:40,08:10
546,13155,19858,07:52,08:22
547,10115,19858,06:58,07:28
548,4187,19858,08:48,09:18
549,22461,19858,06:30,07:00
550,17969,19858,07:11,07:41
551,14865,19858,08:07,08:37
552,7404,19858,08:12,08:42
553,1716,19858,07:49,08:19
554,20230,19858,08:16,08:46
555,8052,19858,07:39,08:09
556,19080,19858,06:31,07:01
557,6579,19858,07:33,08:03
558,8428,19858,08:58,09:28
559,22030,19858,07:27,07:57
560,2169,19858,06:58,07:28
561,12021,19858,07:44,08:14
562,7214,19858,07:30,08:00
563,21492,19858,06:38,07:08
564,2759,19858,07:35,08:05
565,21185,19858,06:54,07:24
566,13247,19858,07:22,07:52
567,14141,19858,07:33,08:03
568,3586,19858,07:51,08:21
569,8299,19858,07:19,07:49
570,6091,19858,07:07,07:37
571,18477,19858,07:23,07:53
572,21848,19858,07:38,08:08
573,20991,19858,08:11,08:41
574,4907,19858,07:29,07:59
575,8590,19858,07:08,07:38
576,19265,19858,07:09,07:39
577,8530,19858,08:02,08:32
578,17810,19858,07:49,08:19
579,16019,19858,06:32,07:02
580,10934,19858,06:38,07:08
581,3923,19858,08:39,09:09
582,13549,19858,07:44,08:14
583,3665,19858,07:38,08:08
584,13024,19858,07:30,08:00
585,16531,19858,06:43,07:13
586,7173,19858,08:24,08:54
587,3854,19858,06:56,07:26
588,14633,19858,06:33,07:03
589,13681,19858,08:56,09:26
590,3240,19858,08:44,09:14
591,9171,19858,06:58,07:28
592,2831,19858,07:18,07:48
593,21891,19858,07:10,07:40
594,13025,19858,06:49,07:19
595,2773,19858,07:22,07:52
596,11485,19858,07:11,07:41
597,8402,19858,08:45,09:15
598,11126,19858,07:26,07:56
599,6077,19858,07:17,07:47
600,1023,19858,06:51,07:21
601,1427,19858,08:26,08:56
602,21856,19858,07:15,07:45
603,21335,19858,07:53,08:23
604,15807,19858,06:58,07:28
605,17939,19858,08:41,09:11
606,19870,19858,07:31,08:01
607,17552,19858,07:27,07:57
608,3307,19858,06:53,07:23
609,10714,19858,07:50,08:20
610,22460,19858,08:48,09:18
611,7039,19858,07:12,07:42
612,780,19858,06:51,07:21
613,373,19858,07:43,08:13
614,4176,19858,07:45,08:15
615,14862,19858,07:13,07:43
616,3541,19858,07:36,08:06
617,2609,19858,07:25,07:55
618,3766,19858,08:09,08:39
619,21585,19858,07:40,08:10
620,15059,19858,08:03,08:33
621,21816,19858,08:23,08:53
622,11324,19858,08:00,08:30
623,21489,19858,06:50,07:20
624,21826,19858,07:25,07:55
625,3580,19858,07:24,07:54
626,8355,19858,08:12,08:42
627,14410,19858,07:02,07:32
628,19779,19858,07:53,08:23
629,5578,19858,07:29,07:59
630,11026,19858,07:19,07:49
631,12442,19858,07:32,08:02
632,17219,19858,06:47,07:17
633,15866,19858,07:49,08:19
634,1391,19858,08:17,08:47
635,3283,19858,07:10,07:40
636,1400,19858,07:12,07:42
637,22094,19858,06:45,07:15
638,5756,19858,06:59,07:29
639,2201,19858,08:34,09:04
640,15352,19858,07:39,08:09
641,12371,19858,07:46,08:16
642,22174,19858,07:10,07:40
643,1262,19858,08:00,08:30
644,21060,19858,07:07,07:37
645,9691,19858,08:25,08:55
646,10284,19858,06:42,07:12
647,14971,19858,06:44,07:14
648,4077,19858,07:12,07:42
649,8862,19858,07:26,07:56
650,8444,19858,08:31,09:01
651,20751,19858,08:51,09:21
652,5589,19858,08:32,09:02
653,12547,19858,07:31,08:01
654,7480,19858,08:44,09:14
655,62,19858,08:40,09:10
656,17276,19858,07:37,08:07
657,17759,19858,07:00,07:30
658,20290,19858,07:28,07:58
659,19134,19858,08:35,09:05
660,4545,19858,08:40,09:10
661,6869,19858,06:48,07:18
662,1326,19858,06:42,07:12
663,21311,19858,07:55,08:25
664,5841,19858,07:09,07:39
665,21640,19858,07:03,07:33
666,20249,19858,07:21,07:51
667,12251,19858,06:38,07:08
668,18082,19858,07:49,08:19
669,1953,19858,07:50,08:20
670,18747,19858,08:13,08:43
671,10345,19858,08:23,08:53
672,22924,19858,07:17,07:47
673,393,19858,08:08,08:38
674,1657,19858,07:45,08:15
675,4258,19858,07:38,08:08
676,4688,19858,07:28,07:58
677,12707,19858,07:22,07:52
678,10723,19858,07:04,07:34
679,19902,19858,06:49,07:19
680,7453,19858,07:24,07:54
681,11483,19858,07:39,08:09
682,7942,19858,08:14,08:44
683,19897,19858,06:55,07:25
684,20048,19858,06:33,07:03
685,22678,19858,06:34,07:04
686,1498,19858,07:02,07:32
687,1385,19858,08:27,08:57
688,7196,19858,07:52,08:22
689,3739,19858,08:48,09:18
690,2702,19858,06:42,07:12
691,6519,19858,07:31,08:01
692,10846,19858,07:23,07:53
693,7997,19858,08:16,08:46
694,22337,19858,06:44,07:14
695,4193,19858,08:05,08:35
696,3055,19858,08:42,09:12
697,7472,19858,08:56,09:26
698,18368,19858,07:06,07:36
699,3833,19858,07:38,08:08
700,12835,19858,06:59,07:29
701,3472,19858,06:38,07:08
702,22290,19858,06:56,07:26
703,19818,19858,07:24,07:54
704,7523,19858,06:48,07:18
705,13313,19858,07:39,08:09
706,11344,19858,07:04,07:34
707,12334,19858,07:06,07:36
708,6567,19858,07:44,08:14
709,17660,19858,07:38,08:08
710,6578,19858,06:57,07:27
711,8556,19858,07:19,07:49
712,19269,19858,07:18,07:48
713,11040,19858,07:23,07:53
714,21332,19858,07:16,07:46
715,9138,19858,07:27,07:57
716,22462,19858,07:33,08:03
717,2937,19858,06:37,07:07
718,19931,19858,07:15,07:45
719,17049,19858,06:51,07:21
720,21749,19858,06:51,07:21
721,10422,19858,08:37,09:07
722,19353,19858,06:51,07:21
723,17453,19858,07:21,07:51
724,1985,19858,07:29,07:59
725,5206,19858,08:58,09:28
726,6294,19858,07:05,07:35
727,2068,19858,08:04,08:34
728,1997,19858,07:34,08:04
729,11827,19858,08:06,08:36
730,7788,19858,08:01,08:31
731,2822,19858,08:00,08:30
732,16219,19858,06:47,07:17
733,22067,19858,07:02,07:32
734,8471,19858,07:08,07:38
735,21064,19858,07:20,07:50
736,13915,19858,08:47,09:17
737,417,19858,07:43,08:13
738,18780,19858,07:43,08:13
739,357,19858,07:36,08:06
740,7362,19858,06:40,07:10
741,10707,19858,07:26,07:56
742,4266,19858,08:32,09:02
743,15398,19858,08:01,08:31
744,4810,19858,06:43,07:13
745,18496,19858,07:10,07:40
746,3827,19858,07:19,07:49
747,21831,19858,07:12,07:42
748,5988,19858,07:41,08:11
749,3784,19858,06:59,07:29
750,15,19858,07:24,07:54
751,3848,19858,06:45,07:15
752,770,19858,07:56,08:26
753,12755,19858,08:01,08:31
754,16078,19858,08:36,09:06
755,15845,19858,06:37,07:07
756,10408,19858,07:11,07:41
757,8555,19858,07:14,07:44
758,15062,19858,07:26,07:56
759,10729,19858,06:59,07:29
760,12767,19858,07:21,07:51
761,2828,19858,07:28,07:58
762,9264,19858,08:47,09:17
763,7083,19858,06:59,07:29
764,21890,19858,07:29,07:59
765,6460,19858,06:58,07:28
766,13373,19858,08:11,08:41
767,10005,19858,06:53,07:23
768,22921,19858,08:51,09:21
769,13271,19858,07:42,08:12
770,22439,19858,07:29,07:59
771,21671,19858,06:39,07:09
772,22881,19858,08:00,08:30
773,21758,19858,07:28,07:58
774,7202,19858,06:59,07:29
775,5867,19858,08:19,08:49
776,1439,19858,08:31,09:01
777,13990,19858,07:42,08:12
778,197,19858,08:19,08:49
779,1344,19858,07:11,07:41
780,18704,19858,08:10,08:40
781,10298,19858,07:37,08:07
782,22624,19858,08:08,08:38
783,21151,19858,06:36,07:06
784,17045,19858,07:20,07:50
785,5106,19858,07:09,07:39
786,1688,19858,08:08,08:38
787,271,19858,07:36,08:06
788,14766,19858,06:52,07:22
789,1797,19858,08:09,08:39
790,21945,19858,07:14,07:44
791,22503,19858,07:25,07:55
792,16425,19858,07:52,08:22
793,21977,19858,06:30,07:00
794,19254,19858,07:10,07:40
795,21809,19858,07:42,08:12
796,3864,19858,07:33,08:03
797,990,19858,08:07,08:37
798,17008,19858,08:02,08:32
799,8879,19858,07:31,08:01
800,1154,19858,06:40,07:10
801,2012,19858,07:21,07:51
802,19793,19858,08:51,09:21
803,1151,19858,07:19,07:49
804,2633,19858,08:15,08:45
805,9624,19858,07:12,07:42
806,8134,19858,07:56,08:26
807,21845,19858,07:02,07:32
808,8024,19858,07:50,08:20
809,573,19858,07:03,07:33
810,5734,19858,06:43,07:13
811,14516,19858,07:58,08:28
812,6508,19858,07:12,07:42
813,7342,19858,07:47,08:17
814,12858,19858,08:23,08:53
815,13256,19858,07:40,08:10
816,677,19858,06:36,07:06
817,1526,19858,06:51,07:21
818,7064,19858,07:31,08:01
819,22012,19858,07:25,07:55
820,1681,19858,06:56,07:26
821,11333,19858,07:34,08:04
822,1941,19858,06:42,07:12
823,3653,19858,07:23,07:53
824,6581,19858,07:38,08:08
825,1416,19858,08:12,08:42
826,20681,19858,07:45,08:15
827,7409,19858,07:54,08:24
828,15386,19858,07:53,08:23
829,18328,19858,06:56,07:26
830,1628,19858,07:07,07:37
831,2988,19858,08:30,09:00
832,18063,19858,07:40,08:10
833,3938,19858,06:55,07:25
834,16068,19858,06:37,07:07
835,1070,19858,08:17,08:47
836,1575,19858,06:53,07:23
837,7681,19858,06:55,07:25
838,97,19858,08:22,08:52
839,20666,19858,07:51,08:21
840,8737,19858,06:46,07:16
841,9574,19858,07:00,07:30
842,881,19858,07:51,08:21
843,21266,19858,08:14,08:44
844,2566,19858,07:27,07:57
845,22904,19858,06:49,07:19
846,1370,19858,08:42,09:12
847,19477,19858,06:33,07:03
848,19509,19858,08:21,08:51
849,8367,19858,09:00,09:30
850,9315,19858,07:00,07:30
851,18657,19858,07:01,07:31
852,1082,19858,07:32,08:02
853,1347,19858,08:05,08:35
854,19983,19858,07:40,08:10
855,20882,19858,08:01,08:31
856,15693,19858,06:44,07:14
857,20056,19858,07:15,07:45
858,13837,19858,08:29,08:59
859,21888,19858,08:32,09:02
860,1395,19858,07:13,07:43
861,3491,19858,07:40,08:10
862,10964,19858,06:54,07:24
863,7547,19858,06:57,07:27
864,9509,19858,07:25,07:55
865,8563,19858,08:37,09:07
866,14241,19858,08:21,08:51
867,22002,19858,08:06,08:36
868,2628,19858,07:49,08:19
869,3469,19858,07:25,07:55
870,14142,19858,07:50,08:20
871,14048,19858,07:30,08:00
872,8496,19858,07:34,08:04
873,6259,19858,07:37,08:07
